DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
20-May-25,EQ,"31,800.00","32,000.00","31,455.00","31,560.00","31,460.00","31,515.00","31,670.02","39,088.80","25,921.60",25442,"80,57,48,740.00",7053
19-May-25,EQ,"31,635.00","32,080.00","31,450.00","31,655.00","31,625.00","31,560.00","31,710.44","39,088.80","25,921.60",19249,"61,03,94,210.00",6438
16-May-25,EQ,"31,730.00","31,885.00","31,470.00","31,730.00","31,670.00","31,655.00","31,658.35","39,088.80","25,921.60",18391,"58,22,28,725.00",7495
15-May-25,EQ,"31,590.00","31,820.00","31,305.00","31,420.00","31,680.00","31,730.00","31,590.56","39,088.80","25,921.60",24393,"77,05,88,630.00",7267
14-May-25,EQ,"31,045.00","31,755.00","31,045.00","31,145.00","31,755.00","31,420.00","31,456.60","39,088.80","25,921.60",19016,"59,81,78,795.00",8325
13-May-25,EQ,"31,115.00","31,325.00","31,005.00","31,005.00","31,165.00","31,145.00","31,145.30","39,088.80","25,921.60",18815,"58,59,98,880.00",6983
12-May-25,EQ,"30,680.00","31,085.00","30,420.00","30,000.00","30,890.00","31,005.00","30,857.46","39,088.80","25,921.60",14375,"44,35,76,055.00",6038
09-May-25,EQ,"29,865.00","30,235.00","29,560.00","30,010.00","30,045.00","30,000.00","29,929.77","39,088.80","25,921.60",19095,"57,15,08,990.00",9091
08-May-25,EQ,"30,510.00","30,755.00","29,780.00","30,475.00","29,915.00","30,010.00","30,360.28","39,088.80","25,921.60",17004,"51,62,46,140.00",8748
07-May-25,EQ,"29,585.00","30,850.00","29,425.00","29,915.00","30,360.00","30,475.00","30,473.27","39,088.80","25,921.60",26296,"80,13,25,035.00",12860
06-May-25,EQ,"30,475.00","30,600.00","29,800.00","30,365.00","29,835.00","29,915.00","30,156.23","39,088.80","25,921.60",15039,"45,35,19,530.00",7420
05-May-25,EQ,"29,750.00","30,570.00","29,595.00","29,580.00","30,390.00","30,365.00","30,079.31","39,088.80","25,921.60",21026,"63,24,47,600.00",10354
02-May-25,EQ,"29,595.00","29,940.00","29,340.00","29,455.00","29,450.00","29,580.00","29,606.67","39,088.80","25,921.60",14871,"44,02,80,840.00",7941
30-Apr-25,EQ,"29,195.00","29,685.00","29,065.00","29,165.00","29,230.00","29,455.00","29,447.60","39,088.80","25,921.60",30652,"90,26,27,840.00",10747
29-Apr-25,EQ,"28,465.00","29,250.00","28,395.00","28,315.00","29,250.00","29,165.00","29,017.97","39,088.80","25,921.60",34323,"99,59,83,955.00",15629
28-Apr-25,EQ,"27,860.00","28,395.00","27,860.00","27,995.00","28,340.00","28,315.00","28,198.69","39,088.80","25,921.60",12875,"36,30,58,070.00",6964
25-Apr-25,EQ,"28,355.00","28,625.00","27,850.00","28,430.00","28,050.00","27,995.00","28,040.73","39,088.80","25,921.60",29555,"82,87,43,915.00",12066
24-Apr-25,EQ,"28,415.00","28,600.00","28,200.00","28,415.00","28,420.00","28,430.00","28,378.34","39,088.80","25,921.60",19139,"54,31,33,075.00",8485
23-Apr-25,EQ,"28,200.00","28,600.00","27,915.00","28,020.00","28,300.00","28,415.00","28,186.41","39,088.80","25,921.60",18101,"51,02,02,280.00",8224
22-Apr-25,EQ,"27,900.00","28,350.00","27,655.00","27,800.00","27,960.00","28,020.00","27,920.19","39,088.80","25,921.60",20011,"55,87,11,010.00",7383
21-Apr-25,EQ,"27,600.00","27,930.00","27,515.00","27,505.00","27,860.00","27,800.00","27,775.90","39,088.80","25,921.60",13857,"38,48,90,680.00",5935
17-Apr-25,EQ,"27,485.00","27,580.00","27,025.00","27,370.00","27,490.00","27,505.00","27,394.18","39,088.80","25,921.60",10197,"27,93,38,415.00",5517
16-Apr-25,EQ,"27,090.00","27,485.00","27,030.00","27,090.00","27,400.00","27,370.00","27,311.42","39,088.80","25,921.60",13059,"35,66,59,780.00",6009
